cbo_4d,mte_match_status,ciuo88_codes,isco08_codes,scored_isco08_codes,n_isco08_targets,n_scored_isco08_targets,isco08_mean_score,isco08_pooled_sd,cbo_ilo_gradient,gradient_v_a,gradient_v_b,gradient_v_c,gradient_v_d,employment_weight_fallback,matched_pre_admissions,variant_b_mean,variant_b_pooled_sd,variant_c_task_sd,between_destination_sd
2617,matched_official_mte,3472; 2451,2642; 2656; 2431; 2432; 2641,2642; 2656; 2431; 2432; 2641,5,5,0.508,0.11025425161870178,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,4787.0,0.5172780447044077,0.1057685303787816,0.09869143833180263,0.049152822909778064
2618,matched_official_mte,3131,3431; 3521,3431; 3521,2,2,0.37,0.11683321445547923,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,3515.0,0.37000000000000005,0.11683321445547923,0.11510864433221338,0.020000000000000018
2619,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2621,matched_official_mte,2455,2654; 2655,2654; 2655,2,2,0.33999999999999997,0.12083045973594572,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,2009.0,0.33999999999999997,0.12083045973594572,0.11704699910719625,0.03
2622,matched_official_mte,2455,2654; 2655,2654; 2655,2,2,0.33999999999999997,0.12083045973594572,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,169.0,0.34,0.12083045973594572,0.11704699910719625,0.03
2623,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2624,matched_official_mte,2452,2166; 2651,2166; 2651,2,2,0.35000000000000003,0.1563649577111189,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Minimal Exposure,Not Exposed,False,37509.0,0.35000000000000003,0.1563649577111189,0.0696419413859206,0.14
2625,matched_official_mte,2455,2654; 2655,2654; 2655,2,2,0.33999999999999997,0.12083045973594572,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,616.0,0.33999999999999997,0.12083045973594572,0.11704699910719625,0.03
2626,matched_official_mte,2453,2652,2652,1,1,0.28,0.09,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,666.0,0.28,0.09,0.09,0.0
2627,matched_official_mte,2453,2652,2652,1,1,0.28,0.09,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,319.0,0.28,0.09,0.09,0.0
2628,matched_official_mte,2454,2653,2653,1,1,0.19000000000000003,0.10000000000000002,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,572.0,0.19000000000000003,0.10000000000000002,0.10000000000000002,0.0
2629,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
2631,matched_official_mte,2460,2636,2636,1,1,0.17,0.12000000000000001,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1366.0,0.17,0.12000000000000001,0.12000000000000001,0.0
2711,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3001,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3003,matched_official_mte,3114,3114; 3522,3114; 3522,2,2,0.41500000000000004,0.08986100377805714,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Minimal Exposure,Minimal Exposure,False,11362.0,0.41500000000000004,0.08986100377805714,0.08276472678623424,0.035
3010,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3011,matched_official_mte,3116,3116; 3133,3116; 3133,2,2,0.305,0.0736545993132812,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,25381.0,0.305,0.07365459931328121,0.0721110255092798,0.015000000000000013
3012,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3020,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3030,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3110,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3111,matched_official_mte,3116,3116; 3133,3116; 3133,2,2,0.305,0.0736545993132812,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,15012.0,0.305,0.0736545993132812,0.0721110255092798,0.015000000000000013
3112,matched_official_mte,3116,3116; 3133,3116; 3133,2,2,0.305,0.0736545993132812,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,527.0,0.30500000000000005,0.0736545993132812,0.0721110255092798,0.015000000000000013
3113,matched_official_mte,3116,3116; 3133,3116; 3133,2,2,0.305,0.0736545993132812,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,365.0,0.305,0.0736545993132812,0.0721110255092798,0.015000000000000013
3114,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3115,matched_official_mte,3111; 3116,3111; 3116; 3133,3111; 3116; 3133,3,3,0.29000000000000004,0.08225975119502045,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1876.0,0.30344083155650314,0.07473563725319493,0.07852812659593165,0.02449489742783178
3116,matched_official_mte,3116,3116; 3133,3116; 3133,2,2,0.305,0.0736545993132812,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,605.0,0.30499999999999994,0.07365459931328121,0.0721110255092798,0.015000000000000013
3117,matched_official_mte,8264,3122; 8154; 8157,3122; 8154; 8157,3,3,0.24,0.14106735979665883,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,16180.0,0.23999999999999996,0.1410673597966588,0.11590225767142473,0.08041558721209875
3120,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3121,matched_official_mte,3112,3112,3112,1,1,0.28,0.07,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,51307.0,0.28,0.07,0.07,0.0
3122,matched_official_mte,3112,3112,3112,1,1,0.28,0.07,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,5847.0,0.28,0.07,0.07,0.0
3123,matched_official_mte,3112; 2148,3112; 2165,3112; 2165,2,2,0.36,0.12668859459319926,Minimal Exposure,Minimal Exposure,Exposed: Gradient 2,Minimal Exposure,Exposed: Gradient 2,False,25973.0,0.43421553151349485,0.12226447589460815,0.09823441352194251,0.07999999999999999
3131,matched_official_mte,3113,3113,3113,1,1,0.27,0.05000000000000001,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,35046.0,0.27,0.05000000000000001,0.05000000000000001,0.0
3132,matched_official_mte,3114,3114; 3522,3114; 3522,2,2,0.41500000000000004,0.08986100377805714,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Minimal Exposure,Minimal Exposure,False,56686.0,0.41500000000000004,0.08986100377805714,0.08276472678623424,0.035
3133,matched_official_mte,3114,3114; 3522,3114; 3522,2,2,0.41500000000000004,0.08986100377805714,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Minimal Exposure,Minimal Exposure,False,18401.0,0.41500000000000004,0.08986100377805714,0.08276472678623424,0.035
3134,matched_official_mte,3114,3114; 3522,3114; 3522,2,2,0.41500000000000004,0.08986100377805714,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Minimal Exposure,Minimal Exposure,False,4519.0,0.415,0.08986100377805714,0.08276472678623424,0.035
3135,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3141,matched_official_mte,3115,3115,3115,1,1,0.26,0.08,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,43637.0,0.26,0.08,0.08,0.0
3142,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3143,matched_official_mte,3115,3115,3115,1,1,0.26,0.08,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1611.0,0.26,0.08,0.08,0.0
3144,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3146,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3147,matched_official_mte,3117,3117,3117,1,1,0.28,0.06,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1164.0,0.28,0.06,0.06,0.0
3148,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3161,matched_official_mte,3111,3111,3111,1,1,0.26,0.09000000000000001,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1027.0,0.26,0.09000000000000001,0.09000000000000001,0.0
3163,matched_official_mte,3117,3117,3117,1,1,0.28,0.06,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1925.0,0.28,0.06,0.06,0.0
3171,matched_official_mte,3121,3512; 3513; 3514,3512; 3513; 3514,3,3,0.4766666666666666,0.14372040758206733,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,2547.0,0.4766666666666666,0.14372040758206733,0.13771952173409066,0.04109609335312653
3172,matched_official_mte,3122,3511,3511,1,1,0.43,0.13,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,28518.0,0.43,0.13,0.13,0.0
3180,matched_official_mte,3118,3118,3118,1,1,0.35,0.11,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,7882.0,0.35,0.11,0.11,0.0
3181,matched_official_mte,3118,3118,3118,1,1,0.35,0.11,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,4774.0,0.35,0.11,0.11,0.0
3182,matched_official_mte,3118,3118,3118,1,1,0.35,0.11,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,2804.0,0.35,0.10999999999999999,0.11,0.0
3183,matched_official_mte,3118,3118,3118,1,1,0.35,0.11,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,698.0,0.35,0.11,0.11,0.0
3184,matched_official_mte,3118,3118,3118,1,1,0.35,0.11,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,7222.0,0.35,0.11,0.11,0.0
3185,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3186,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3187,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3188,matched_official_mte,7435,7532,7532,1,1,0.17,0.04,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,5175.0,0.17,0.04,0.04,0.0
3191,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3192,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3201,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3211,matched_official_mte,3212,3142; 3143,3142; 3143,2,2,0.23500000000000001,0.08440971508067066,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,24455.0,0.23500000000000001,0.08440971508067066,0.0806225774829855,0.024999999999999994
3212,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3213,matched_official_mte,3212,3142; 3143,3142; 3143,2,2,0.23500000000000001,0.08440971508067066,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,144.0,0.23500000000000001,0.08440971508067066,0.0806225774829855,0.024999999999999994
3221,matched_official_mte,3229; 5141,2230; 2266; 2267; 2269; 3259; 5141; 5142,2230; 2266; 2267; 2269; 3259; 5141; 5142,7,7,0.2357142857142857,0.13937176828869743,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,22707.0,0.17664706918571366,0.1843079493830137,0.12873006086935782,0.053414054559542616
3222,matched_official_mte,3231,3221,3221,1,1,0.22,0.21,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,520239.0,0.22,0.21,0.21,0.0
3223,matched_official_mte,3224,2267; 3254,2267; 3254,2,2,0.24,0.07,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1645.0,0.24000000000000002,0.07,0.07,0.0
3224,matched_official_mte,3225,3251,3251,1,1,0.16,0.1,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,10241.0,0.16,0.1,0.1,0.0
3225,matched_official_mte,3226,2264; 2269; 3214; 3255,2264; 2269; 3214; 3255,4,4,0.20750000000000002,0.10108783309577865,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,377.0,0.20750000000000005,0.10108783309577865,0.09137833441248533,0.04322904116447646
3226,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3227,matched_official_mte,3229; 5141,2230; 2266; 2267; 2269; 3259; 5141; 5142,2230; 2266; 2267; 2269; 3259; 5141; 5142,7,7,0.2357142857142857,0.13937176828869743,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,True,0.0,0.2357142857142857,0.13937176828869743,0.12873006086935782,0.053414054559542616
3231,matched_official_mte,3212,3142; 3143,3142; 3143,2,2,0.23500000000000001,0.08440971508067066,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,425.0,0.235,0.08440971508067066,0.0806225774829855,0.024999999999999994
3241,matched_official_mte,3133,3211,3211,1,1,0.22,0.03,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,16484.0,0.22,0.03,0.03,0.0
3242,matched_official_mte,3211,3141; 3212,3141; 3212,2,2,0.345,0.1738533865071371,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Minimal Exposure,False,23901.0,0.345,0.1738533865071371,0.170293863659264,0.035
3250,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3251,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3252,matched_official_mte,3119,3119,3119,1,1,0.26,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,5997.0,0.26,0.05,0.05,0.0
3253,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3281,matched_official_mte,3211,3141; 3212,3141; 3212,2,2,0.345,0.1738533865071371,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Minimal Exposure,False,155.0,0.345,0.17385338650713708,0.170293863659264,0.035
3311,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3312,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3313,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3321,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3322,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3331,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3341,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3411,matched_official_mte,3143,3153,3153,1,1,0.27,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,811.0,0.27,0.05,0.05,0.0
3412,matched_official_mte,3142,3152,3152,1,1,0.29,0.11,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1028.0,0.29,0.11,0.11,0.0
3413,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3421,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3422,matched_official_mte,3422,3331,3331,1,1,0.57,0.09,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,407.0,0.57,0.09,0.09,0.0
3423,matched_official_mte,4133,3341; 4323,3341; 4323,2,2,0.46499999999999997,0.1107925990308017,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,11944.0,0.465,0.1107925990308017,0.1051189802081432,0.035
3424,matched_official_mte,5112,5112,5112,1,1,0.25,0.17,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,1015.0,0.25,0.17,0.17,0.0
3425,matched_official_mte,3144,3154,3154,1,1,0.31,0.09,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Minimal Exposure,False,680.0,0.31,0.09,0.09,0.0
3426,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3511,matched_official_mte,3433; 3431,3313; 3341; 3342; 3343; 3344,3313; 3341; 3342; 3343; 3344,5,5,0.508,0.13212115651930997,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,Exposed: Gradient 3,Exposed: Gradient 2,False,4544.0,0.4935750440140845,0.1306215869979952,0.1245792920191795,0.04400000000000002
3513,matched_official_mte,3434,3313; 3314,3313; 3314,2,2,0.53,0.12267844146385297,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,False,11914.0,0.53,0.12267844146385297,0.11597413504743202,0.03999999999999998
3514,matched_official_mte,3432,3411,3411,1,1,0.39,0.14,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,False,20285.0,0.39,0.14,0.14,0.0
3515,matched_official_mte,4115; 4111,3341; 3342; 3344; 4120; 4131,3341; 3342; 3344; 4120; 4131,5,5,0.5479999999999999,0.12592060990957757,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,28452.0,0.5234312174891044,0.12705547841059608,0.10353743284435828,0.07166589146867566
3516,matched_official_mte,3119,3119,3119,1,1,0.26,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,123915.0,0.26,0.05,0.05,0.0
3517,matched_official_mte,3412,3321,3321,1,1,0.53,0.12,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,27375.0,0.53,0.12,0.12,0.0
3518,matched_official_mte,3450,3355; 3411,3355; 3411,2,2,0.31,0.13656500283747663,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,False,51.0,0.31,0.13656500283747663,0.11067971810589329,0.08
3519,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3522,matched_official_mte,3444; 3222,3354; 2263; 3257,3354; 2263; 3257,3,3,0.31666666666666665,0.09843215373488934,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,Exposed: Gradient 2,False,15621.0,0.3932053005569426,0.09628588913967523,0.05477225575051661,0.08178562764256864
3523,matched_official_mte,3449,3359,3359,1,1,0.36,0.1,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,1610.0,0.36,0.1,0.1,0.0
3524,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3532,matched_official_mte,4122,3341; 4312,3341; 4312,2,2,0.535,0.13143439428094916,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,False,725.0,0.535,0.13143439428094916,0.07905694150420949,0.10500000000000001
3541,matched_official_mte,3415,2433; 2434; 3322,2433; 2434; 3322,3,3,0.5,0.09073771725877466,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,Exposed: Gradient 3,Exposed: Gradient 3,False,367154.0,0.49999999999999994,0.09073771725877468,0.0903696114115064,0.00816496580927729
3542,matched_official_mte,3416,3323,3323,1,1,0.39,0.08,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,54476.0,0.39,0.08,0.08,0.0
3543,matched_official_mte,2419,2412; 2413; 2421; 2422; 2431; 2432; 3339,2412; 2413; 2421; 2422; 2431; 2432; 3339,7,7,0.4985714285714286,0.1184336548969291,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,11897.000000000002,0.49857142857142855,0.11843365489692909,0.09250482612892615,0.07395530917454161
3544,matched_official_mte,3417,3315; 3339,3315; 3339,2,2,0.445,0.15898113095584646,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,2658.0,0.445,0.15898113095584646,0.15890248582070704,0.0050000000000000044
3545,matched_official_mte,3412,3321,3321,1,1,0.53,0.12,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,1574.0,0.53,0.12,0.12,0.0
3546,matched_official_mte,3413,3334,3334,1,1,0.35,0.09,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,3430.0,0.35,0.09,0.09,0.0
3547,matched_official_mte,3421,3324,3324,1,1,0.44,0.10000000000000002,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,3759.0,0.44,0.1,0.10000000000000002,0.0
3548,matched_official_mte,3414,3339; 4221,3339; 4221,2,2,0.5,0.11510864433221339,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,False,9862.0,0.5,0.11510864433221339,0.09823441352194251,0.060000000000000026
3711,matched_official_mte,3431,3341; 3342; 3343; 3344,3341; 3342; 3343; 3344,4,4,0.5125,0.13226394066411298,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,False,2693.0,0.5125000000000001,0.13226394066411298,0.12318684994754919,0.04815340071064558
3712,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3713,matched_official_mte,3119,3119,3119,1,1,0.26,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,1107.0,0.26,0.05,0.05,0.0
3714,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3721,matched_official_mte,3131,3431; 3521,3431; 3521,2,2,0.37,0.11683321445547923,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,3697.0,0.36999999999999994,0.11683321445547923,0.11510864433221338,0.020000000000000018
3722,matched_official_mte,3132,3521; 3522,3521; 3522,2,2,0.4,0.09669539802906858,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,13383.0,0.39999999999999997,0.0966953980290686,0.08276472678623424,0.05000000000000002
3731,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3732,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3741,matched_official_mte,3131,3431; 3521,3431; 3521,2,2,0.37,0.11683321445547923,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,945.0,0.37,0.11683321445547923,0.11510864433221338,0.020000000000000018
3742,matched_official_mte,3131,3431; 3521,3431; 3521,2,2,0.37,0.11683321445547923,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,1210.0,0.37000000000000005,0.11683321445547923,0.11510864433221338,0.020000000000000018
3743,matched_official_mte,3132,3521; 3522,3521; 3522,2,2,0.4,0.09669539802906858,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,426.0,0.4,0.09669539802906858,0.08276472678623424,0.05000000000000002
3744,matched_official_mte,3132,3521; 3522,3521; 3522,2,2,0.4,0.09669539802906858,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,Minimal Exposure,False,5612.0,0.4,0.09669539802906858,0.08276472678623424,0.05000000000000002
3751,matched_official_mte,3471,2163; 2166; 3432; 3433; 3435,2163; 2166; 3432; 3433,5,4,0.395,0.1368393218340401,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,Minimal Exposure,False,1092.0,0.39499999999999996,0.1368393218340401,0.12509996003196805,0.05545268253204711
3761,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3762,matched_official_mte,3474,2659; 3435,2659,2,1,0.13,0.06,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,145.0,0.13,0.060000000000000005,0.06,0.0
3763,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
3764,matched_official_mte,5210,5241,5241,1,1,0.25,0.06,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,183.0,0.25,0.06,0.06,0.0
3771,matched_official_mte,3475,3421; 3422; 3423,3421; 3422; 3423,3,3,0.2833333333333334,0.11953614051360739,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,Not Exposed,False,24793.0,0.2833333333333334,0.11953614051360739,0.1023067283548187,0.061824123303304716
3772,matched_official_mte,3475,3421; 3422; 3423,3421; 3422; 3423,3,3,0.2833333333333334,0.11953614051360739,Minimal Exposure,Minimal Exposure,Minimal Exposure,Not Exposed,Not Exposed,False,27.0,0.2833333333333333,0.11953614051360738,0.1023067283548187,0.061824123303304716
3911,matched_official_mte,3119,3119,3119,1,1,0.26,0.05,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,120488.0,0.26,0.05,0.05,0.0
3912,matched_official_mte,3152,2263; 3113; 3114; 3115; 3117; 3257; 7543,2263; 3113; 3114; 3115; 3117; 3257; 7543,7,7,0.2885714285714286,0.08724817991201411,Not Exposed,Not Exposed,Not Exposed,Not Exposed,Not Exposed,False,107336.00000000001,0.2885714285714286,0.08724817991201411,0.07634508123364221,0.04223355856884138
3951,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
4101,no_score,,,,0,0,,,No score,No score,No score,No score,No score,False,0.0,,,,
4102,matched_official_mte,4131; 4122,3341; 4321; 4312,3341; 4321; 4312,3,3,0.48,0.13699148392023014,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,False,31585.0,0.4871719170492322,0.13573507583447664,0.07325753658611969,0.11575836902790226
4110,matched_official_mte,4121; 4122,3341; 4311; 4313; 4312,3341; 4311; 4313; 4312,4,4,0.5800000000000001,0.11661903789690602,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 4,False,2953216.0,0.5599884109391253,0.12806519905636404,0.07713624310270757,0.08746427842267951
4121,matched_official_mte,4112; 4113; 4111,3341; 4131; 4132,3341; 4131; 4132,3,3,0.5933333333333334,0.1375580685464223,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 2,False,16470.0,0.5622115968427444,0.1555410075004934,0.07187952884282608,0.11728408057172787
4122,matched_official_mte,4190,3341; 4110; 4227; 4416; 4419,3341; 4110; 4227; 4416; 4419,5,5,0.562,0.12789057822998534,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 4,False,103804.0,0.5619999999999999,0.12789057822998534,0.10648943609579309,0.07082372483850309
4131,matched_official_mte,4121,3341; 4311; 4313,3341; 4311; 4313,3,3,0.56,0.12806248474865697,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 4,False,174507.0,0.5599999999999999,0.12806248474865697,0.08831760866327847,0.09273618495495704
