dimension,dimension_kind,group_id,group_label,outcome,estimator,coefficient,standard_error,nominal_p_value,n_obs,minimum_clusters,group_pretrend_status,group_pretrend_joint_p_value,ddd_pretrend_status,group_mde_80_power,result_status,error,source_diagnostic_family,ci_low,ci_high,cluster_df,support_status,target_treated_cbo_with_flows,target_control_cbo_with_flows,bh_adjusted_p_value,nominal_significant_005,bh_significant_005,family_id,family_size,multiplicity_method,multiplicity_scope,interpretation,is_causal_effect
age_pnad,micro,age_18_24,Age 18-24,ln_salario_real_adm,ols,-0.0511584731259296,0.0110626915005706,5.350968622863661e-06,15616,340,warning,0.8394316569506793,fail,0.0310825044339407,estimated,,B,-0.0729186375280068,-0.0293983087238524,339.0,adequate,75,266,9.223571114880258e-05,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_18_24,Age 18-24,asinh_saldo,ols,-0.0343827391791837,0.1930361797324017,0.8587383303944693,15935,341,fail,2.642009612326551e-06,fail,0.542363219152887,estimated,,B,-0.4140782901523129,0.3453128117939454,340.0,adequate,75,266,0.8721561168068829,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_25_34,Age 25-34,admissoes,ppml,-0.0693030412476858,0.0313728152193658,0.027839925289768,15935,341,fail,1.542496298884872e-41,fail,0.0881464867355528,estimated,,B,-0.1310122937660922,-0.0075937887292793,340.0,adequate,75,266,0.078678049731953,True,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_25_34,Age 25-34,desligamentos,ppml,-0.060823242473137,0.02579834390841,0.0189574689618974,15935,341,fail,6.343237560815464e-14,fail,0.0724841989225811,estimated,,B,-0.1115677009372297,-0.0100787840090442,340.0,adequate,75,266,0.0586778801201586,True,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_25_34,Age 25-34,n_movimentacoes,ppml,-0.0643275098511289,0.0261335637938425,0.0143321092274564,15935,341,fail,1.8183790040822537e-27,fail,0.0734260479398963,estimated,,B,-0.1157313343432527,-0.012923685359005,340.0,adequate,75,266,0.0465793549892333,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_25_34,Age 25-34,ln_salario_real_adm,ols,-0.0459819346532859,0.0109583357346832,3.470248872905479e-05,15828,341,fail,6.203606268267087e-06,warning,0.0307890378573591,estimated,,B,-0.0675366055460535,-0.0244272637605182,340.0,adequate,75,266,0.0003647498792158,True,True,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_25_34,Age 25-34,asinh_saldo,ols,-0.5068797879694806,0.352874646761956,0.1517994515273251,15935,341,fail,1.1198185358827832e-09,fail,0.9914526367055304,estimated,,B,-1.2009721265790985,0.1872125506401373,340.0,adequate,75,266,0.249796565804459,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_35_44,Age 35-44,admissoes,ppml,-0.0454282877071866,0.0343476831871388,0.1868569560987594,15935,341,fail,6.77992359431089e-22,fail,0.0965048109097715,estimated,,B,-0.1129890035816422,0.022132428167269,340.0,adequate,75,266,0.2857812269745732,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_35_44,Age 35-44,desligamentos,ppml,-0.039796057837934,0.0269584626541,0.1408159836888083,15935,341,fail,1.690690123033963e-20,fail,0.0757437212483144,estimated,,B,-0.0928224301222736,0.0132303144464056,340.0,adequate,75,266,0.2441470915797153,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
age_pnad,micro,age_35_44,Age 35-44,n_movimentacoes,ppml,-0.0414542704020782,0.0290461956471506,0.154444541244445,15935,341,fail,1.877621948660043e-28,fail,0.0816095106998685,estimated,,B,-0.0985871419456759,0.0156786011415195,340.0,adequate,75,266,0.2509723795222231,False,False,C,130,Benjamini-Hochberg,single adjustment over all 130 per-group DiD tests,reportable,False
