outcome,row_position,column_position,row_event_time,column_event_time,covariance
asinh_saldo,7,1,-16,-22,0.4157195816384
asinh_saldo,7,2,-16,-21,0.427493528365597
asinh_saldo,7,3,-16,-20,0.373912085326997
asinh_saldo,7,4,-16,-19,0.456044565078727
asinh_saldo,7,5,-16,-18,0.471045216422545
asinh_saldo,7,6,-16,-17,0.430287488542691
asinh_saldo,7,7,-16,-16,0.531686803055106
asinh_saldo,7,8,-16,-15,0.436149804924076
asinh_saldo,7,9,-16,-14,0.343708833938378
asinh_saldo,7,10,-16,-13,0.37182689344099
asinh_saldo,7,11,-16,-12,0.284386761682011
asinh_saldo,7,12,-16,-11,0.392851865391227
asinh_saldo,7,13,-16,-10,0.377976086677573
asinh_saldo,7,14,-16,-9,0.40602918610132
asinh_saldo,7,15,-16,-8,0.327792088461693
asinh_saldo,7,16,-16,-7,0.367046128371427
asinh_saldo,7,17,-16,-6,0.38006864021672
asinh_saldo,7,18,-16,-5,0.368540127370723
asinh_saldo,7,19,-16,-4,0.415316737301946
asinh_saldo,7,20,-16,-3,0.431175579900444
asinh_saldo,7,21,-16,-2,0.312347853134799
asinh_saldo,7,22,-16,0,0.264160707512068
asinh_saldo,7,23,-16,1,0.324436249571578
asinh_saldo,7,24,-16,2,0.340716123505981
asinh_saldo,7,25,-16,3,0.395021644251663
asinh_saldo,7,26,-16,4,0.349352503761877
asinh_saldo,7,27,-16,5,0.357648444744962
asinh_saldo,7,28,-16,6,0.425458749880977
asinh_saldo,7,29,-16,7,0.387475585502298
asinh_saldo,7,30,-16,8,0.421303680477285
asinh_saldo,7,31,-16,9,0.452756676347559
asinh_saldo,7,32,-16,10,0.350799747759847
asinh_saldo,7,33,-16,11,0.333708001391693
asinh_saldo,7,34,-16,12,0.276242776941328
asinh_saldo,7,35,-16,13,0.453688985897454
asinh_saldo,7,36,-16,14,0.412032868515438
asinh_saldo,7,37,-16,15,0.395566901570756
asinh_saldo,7,38,-16,16,0.386230923563791
asinh_saldo,7,39,-16,17,0.371693285086527
asinh_saldo,7,40,-16,18,0.361091142897575
asinh_saldo,7,41,-16,19,0.376007037559511
asinh_saldo,7,42,-16,20,0.42072312395562
asinh_saldo,7,43,-16,21,0.38208563148707
asinh_saldo,7,44,-16,22,0.336458482263894
asinh_saldo,7,45,-16,23,0.273992827490578
asinh_saldo,8,0,-15,-23,0.414105464815835
asinh_saldo,8,1,-15,-22,0.374638455599785
asinh_saldo,8,2,-15,-21,0.396538095621735
asinh_saldo,8,3,-15,-20,0.343144441303934
asinh_saldo,8,4,-15,-19,0.389541132517384
asinh_saldo,8,5,-15,-18,0.42008093208124
asinh_saldo,8,6,-15,-17,0.381837843748891
asinh_saldo,8,7,-15,-16,0.436149804924076
asinh_saldo,8,8,-15,-15,0.509478200987054
asinh_saldo,8,9,-15,-14,0.369200320712715
asinh_saldo,8,10,-15,-13,0.356780208420249
asinh_saldo,8,11,-15,-12,0.26453496172091
asinh_saldo,8,12,-15,-11,0.406398215213065
asinh_saldo,8,13,-15,-10,0.391523229595544
asinh_saldo,8,14,-15,-9,0.370136355730671
asinh_saldo,8,15,-15,-8,0.299216243624532
asinh_saldo,8,16,-15,-7,0.348520333756914
asinh_saldo,8,17,-15,-6,0.360282244154239
asinh_saldo,8,18,-15,-5,0.353565510524011
asinh_saldo,8,19,-15,-4,0.430082547501581
asinh_saldo,8,20,-15,-3,0.398294661266033
asinh_saldo,8,21,-15,-2,0.285351920827754
asinh_saldo,8,22,-15,0,0.241418223460077
asinh_saldo,8,23,-15,1,0.27956164126965
asinh_saldo,8,24,-15,2,0.294755763781677
asinh_saldo,8,25,-15,3,0.380280244060808
asinh_saldo,8,26,-15,4,0.346540093267443
asinh_saldo,8,27,-15,5,0.370326957703572
asinh_saldo,8,28,-15,6,0.424632325677512
asinh_saldo,8,29,-15,7,0.381557760223865
asinh_saldo,8,30,-15,8,0.379384372606303
asinh_saldo,8,31,-15,9,0.448502614016378
asinh_saldo,8,32,-15,10,0.369640694385688
asinh_saldo,8,33,-15,11,0.305990942039176
asinh_saldo,8,34,-15,12,0.252348008897914
asinh_saldo,8,35,-15,13,0.454637766423737
asinh_saldo,8,36,-15,14,0.416131642971241
asinh_saldo,8,37,-15,15,0.388397284752071
asinh_saldo,8,38,-15,16,0.413329563947476
asinh_saldo,8,39,-15,17,0.37150293917014
asinh_saldo,8,40,-15,18,0.375827258264452
asinh_saldo,8,41,-15,19,0.362638517760174
asinh_saldo,8,42,-15,20,0.410291139136187
asinh_saldo,8,43,-15,21,0.364876424232225
asinh_saldo,8,44,-15,22,0.37477931387578
asinh_saldo,8,45,-15,23,0.292476172227605
asinh_saldo,9,0,-14,-23,0.386663070930057
asinh_saldo,9,1,-14,-22,0.339854799715174
asinh_saldo,9,2,-14,-21,0.372137749901719
asinh_saldo,9,3,-14,-20,0.329326971472588
asinh_saldo,9,4,-14,-19,0.35566759607488
asinh_saldo,9,5,-14,-18,0.335527100456958
asinh_saldo,9,6,-14,-17,0.363176918884708
asinh_saldo,9,7,-14,-16,0.343708833938378
asinh_saldo,9,8,-14,-15,0.369200320712715
asinh_saldo,9,9,-14,-14,0.450122941061083
asinh_saldo,9,10,-14,-13,0.335769227377433
asinh_saldo,9,11,-14,-12,0.251579081504988
asinh_saldo,9,12,-14,-11,0.30767364306703
asinh_saldo,9,13,-14,-10,0.368289099722929
asinh_saldo,9,14,-14,-9,0.353021115793965
asinh_saldo,9,15,-14,-8,0.280405944425382
asinh_saldo,9,16,-14,-7,0.315849893815307
